0,1
We are approving an amount of  Rs 26274393 as a one-off sales support for the month(s) of  July'25,
Claims Split,
Supplier,Bifurcation of Total Support
GLOBAL_MARKETING_DEL,3678415
"Ganesh Enterprises, Bangalore",4203903
"FHPL_MamyPoko, Mumbai",2101951
JoyGuru Trading House,6831342
"FHPL,Bangalore",2627439
"FHPL, Hyderabad (Raise to Matrix)",2627439
"Swati Enterprises, Chennai",1576464
"Agarwal Distributor, Lucknow",1839208
"Durai and Co, Coimbatore",788232
Grand Total,26274393
